area_fips,own_code,industry_code,agglvl_code,size_code,year,qtr,area_title,own_title,industry_title,agglvl_title,size_title,qtrly_estabs_count,month1_emplvl,month2_emplvl,month3_emplvl,total_qtrly_wages,avg_wkly_wage,ownership_desc,size_class,state
11000,2,1022,53,0,2020,2,District of Columbia,State Government,1022 Information,"State, by Supersector -- by ownership sector",All establishment sizes,1,0,0,0,0,0,State Government,All establishment sizes,DC
11000,2,1024,53,0,2020,1,District of Columbia,State Government,1024 Professional and business services,"State, by Supersector -- by ownership sector",All establishment sizes,1,0,0,0,0,0,State Government,All establishment sizes,DC
11000,2,1024,53,0,2020,2,District of Columbia,State Government,1024 Professional and business services,"State, by Supersector -- by ownership sector",All establishment sizes,2,0,0,0,0,0,State Government,All establishment sizes,DC
11000,2,1025,53,0,2020,1,District of Columbia,State Government,1025 Education and health services,"State, by Supersector -- by ownership sector",All establishment sizes,3,11958,11947,11952,256277959,1649,State Government,All establishment sizes,DC
11000,2,1025,53,0,2020,2,District of Columbia,State Government,1025 Education and health services,"State, by Supersector -- by ownership sector",All establishment sizes,3,11505,11510,11070,212630435,1440,State Government,All establishment sizes,DC
11000,2,1028,53,0,2020,1,District of Columbia,State Government,1028 Public administration,"State, by Supersector -- by ownership sector",All establishment sizes,7,24631,24617,24556,559532342,1750,State Government,All establishment sizes,DC
11000,2,1028,53,0,2020,2,District of Columbia,State Government,1028 Public administration,"State, by Supersector -- by ownership sector",All establishment sizes,7,24575,24765,24770,556550302,1733,State Government,All establishment sizes,DC
11000,3,1012,53,0,2020,1,District of Columbia,Local Government,1012 Construction,"State, by Supersector -- by ownership sector",All establishment sizes,3,86,85,86,1680441,1509,Local Government,All establishment sizes,DC
11000,3,1012,53,0,2020,2,District of Columbia,Local Government,1012 Construction,"State, by Supersector -- by ownership sector",All establishment sizes,3,86,86,87,1623222,1446,Local Government,All establishment sizes,DC
11000,3,1021,53,0,2020,1,District of Columbia,Local Government,"1021 Trade, transportation, and utilities","State, by Supersector -- by ownership sector",All establishment sizes,10,4190,4153,4180,102680057,1892,Local Government,All establishment sizes,DC
11000,3,1021,53,0,2020,2,District of Columbia,Local Government,"1021 Trade, transportation, and utilities","State, by Supersector -- by ownership sector",All establishment sizes,10,4182,4188,4226,99183787,1817,Local Government,All establishment sizes,DC
11000,3,1022,53,0,2020,1,District of Columbia,Local Government,1022 Information,"State, by Supersector -- by ownership sector",All establishment sizes,1,0,0,0,0,0,Local Government,All establishment sizes,DC
11000,3,1022,53,0,2020,2,District of Columbia,Local Government,1022 Information,"State, by Supersector -- by ownership sector",All establishment sizes,1,0,0,0,0,0,Local Government,All establishment sizes,DC
11000,3,1028,53,0,2020,1,District of Columbia,Local Government,1028 Public administration,"State, by Supersector -- by ownership sector",All establishment sizes,11,0,0,0,0,0,Local Government,All establishment sizes,DC
11000,3,1028,53,0,2020,2,District of Columbia,Local Government,1028 Public administration,"State, by Supersector -- by ownership sector",All establishment sizes,11,0,0,0,0,0,Local Government,All establishment sizes,DC
11000,5,1011,53,0,2020,1,District of Columbia,Private,1011 Natural resources and mining,"State, by Supersector -- by ownership sector",All establishment sizes,4,9,9,13,115244,858,Private,All establishment sizes,DC
11000,5,1011,53,0,2020,2,District of Columbia,Private,1011 Natural resources and mining,"State, by Supersector -- by ownership sector",All establishment sizes,4,13,12,13,137068,832,Private,All establishment sizes,DC
11000,5,1012,53,0,2020,1,District of Columbia,Private,1012 Construction,"State, by Supersector -- by ownership sector",All establishment sizes,1121,15004,15160,15275,277786682,1411,Private,All establishment sizes,DC
11000,5,1012,53,0,2020,2,District of Columbia,Private,1012 Construction,"State, by Supersector -- by ownership sector",All establishment sizes,1113,13694,14137,14562,254775660,1387,Private,All establishment sizes,DC
11000,5,1013,53,0,2020,1,District of Columbia,Private,1013 Manufacturing,"State, by Supersector -- by ownership sector",All establishment sizes,197,1252,1246,1240,36911198,2279,Private,All establishment sizes,DC
11000,5,1013,53,0,2020,2,District of Columbia,Private,1013 Manufacturing,"State, by Supersector -- by ownership sector",All establishment sizes,198,926,944,973,24299510,1972,Private,All establishment sizes,DC
11000,5,1021,53,0,2020,1,District of Columbia,Private,"1021 Trade, transportation, and utilities","State, by Supersector -- by ownership sector",All establishment sizes,3425,32631,32508,32382,573027615,1356,Private,All establishment sizes,DC
11000,5,1021,53,0,2020,2,District of Columbia,Private,"1021 Trade, transportation, and utilities","State, by Supersector -- by ownership sector",All establishment sizes,3392,25787,26069,26663,453091985,1332,Private,All establishment sizes,DC
11000,5,1022,53,0,2020,1,District of Columbia,Private,1022 Information,"State, by Supersector -- by ownership sector",All establishment sizes,1539,20339,20643,20717,847875889,3171,Private,All establishment sizes,DC
11000,5,1022,53,0,2020,2,District of Columbia,Private,1022 Information,"State, by Supersector -- by ownership sector",All establishment sizes,1533,19867,19523,19470,676602568,2653,Private,All establishment sizes,DC
11000,5,1023,53,0,2020,1,District of Columbia,Private,1023 Financial activities,"State, by Supersector -- by ownership sector",All establishment sizes,2555,27507,27572,27597,1475718092,4119,Private,All establishment sizes,DC
11000,5,1023,53,0,2020,2,District of Columbia,Private,1023 Financial activities,"State, by Supersector -- by ownership sector",All establishment sizes,2539,26932,26830,26864,863338943,2471,Private,All establishment sizes,DC
11000,5,1024,53,0,2020,1,District of Columbia,Private,1024 Professional and business services,"State, by Supersector -- by ownership sector",All establishment sizes,13988,172936,174047,173800,5739668959,2543,Private,All establishment sizes,DC
11000,5,1024,53,0,2020,2,District of Columbia,Private,1024 Professional and business services,"State, by Supersector -- by ownership sector",All establishment sizes,14020,165941,163956,163496,4852572279,2270,Private,All establishment sizes,DC
11000,5,1025,53,0,2020,1,District of Columbia,Private,1025 Education and health services,"State, by Supersector -- by ownership sector",All establishment sizes,4498,116936,118575,118705,1960952131,1278,Private,All establishment sizes,DC
11000,5,1025,53,0,2020,2,District of Columbia,Private,1025 Education and health services,"State, by Supersector -- by ownership sector",All establishment sizes,4602,112124,108934,108479,1903752249,1333,Private,All establishment sizes,DC
11000,5,1026,53,0,2020,1,District of Columbia,Private,1026 Leisure and hospitality,"State, by Supersector -- by ownership sector",All establishment sizes,3272,78778,79607,77057,764567302,749,Private,All establishment sizes,DC
11000,5,1026,53,0,2020,2,District of Columbia,Private,1026 Leisure and hospitality,"State, by Supersector -- by ownership sector",All establishment sizes,3215,32665,33172,35557,350080617,797,Private,All establishment sizes,DC
11000,5,1027,53,0,2020,1,District of Columbia,Private,1027 Other services,"State, by Supersector -- by ownership sector",All establishment sizes,10869,73700,74154,73992,1913959975,1991,Private,All establishment sizes,DC
11000,5,1027,53,0,2020,2,District of Columbia,Private,1027 Other services,"State, by Supersector -- by ownership sector",All establishment sizes,10238,68321,67450,68187,1665215791,1884,Private,All establishment sizes,DC
11000,5,1029,53,0,2020,1,District of Columbia,Private,1029 Unclassified,"State, by Supersector -- by ownership sector",All establishment sizes,384,442,437,417,8338244,1485,Private,All establishment sizes,DC
11000,5,1029,53,0,2020,2,District of Columbia,Private,1029 Unclassified,"State, by Supersector -- by ownership sector",All establishment sizes,409,377,383,409,7010281,1384,Private,All establishment sizes,DC
12000,1,1011,53,0,2020,1,Florida -- Statewide,Federal Government,1011 Natural resources and mining,"State, by Supersector -- by ownership sector",All establishment sizes,1,9,8,9,52473,466,Federal Government,All establishment sizes,FL
12000,1,1011,53,0,2020,2,Florida -- Statewide,Federal Government,1011 Natural resources and mining,"State, by Supersector -- by ownership sector",All establishment sizes,1,11,11,5,37915,324,Federal Government,All establishment sizes,FL
12000,1,1021,53,0,2020,1,Florida -- Statewide,Federal Government,"1021 Trade, transportation, and utilities","State, by Supersector -- by ownership sector",All establishment sizes,855,39013,38468,38557,573967638,1141,Federal Government,All establishment sizes,FL
12000,1,1021,53,0,2020,2,Florida -- Statewide,Federal Government,"1021 Trade, transportation, and utilities","State, by Supersector -- by ownership sector",All establishment sizes,853,38559,39053,39031,656799073,1299,Federal Government,All establishment sizes,FL
12000,1,1022,53,0,2020,1,Florida -- Statewide,Federal Government,1022 Information,"State, by Supersector -- by ownership sector",All establishment sizes,10,147,148,149,2802663,1457,Federal Government,All establishment sizes,FL
12000,1,1022,53,0,2020,2,Florida -- Statewide,Federal Government,1022 Information,"State, by Supersector -- by ownership sector",All establishment sizes,10,154,151,149,3294598,1675,Federal Government,All establishment sizes,FL
12000,1,1023,53,0,2020,1,Florida -- Statewide,Federal Government,1023 Financial activities,"State, by Supersector -- by ownership sector",All establishment sizes,16,155,158,155,4125056,2034,Federal Government,All establishment sizes,FL
12000,1,1023,53,0,2020,2,Florida -- Statewide,Federal Government,1023 Financial activities,"State, by Supersector -- by ownership sector",All establishment sizes,15,157,161,159,4680583,2264,Federal Government,All establishment sizes,FL
12000,1,1024,53,0,2020,1,Florida -- Statewide,Federal Government,1024 Professional and business services,"State, by Supersector -- by ownership sector",All establishment sizes,61,2664,2663,2671,55440596,1600,Federal Government,All establishment sizes,FL
12000,1,1024,53,0,2020,2,Florida -- Statewide,Federal Government,1024 Professional and business services,"State, by Supersector -- by ownership sector",All establishment sizes,61,2666,2674,2694,61301087,1761,Federal Government,All establishment sizes,FL
12000,1,1025,53,0,2020,1,Florida -- Statewide,Federal Government,1025 Education and health services,"State, by Supersector -- by ownership sector",All establishment sizes,68,28029,28074,28035,566768028,1555,Federal Government,All establishment sizes,FL
12000,1,1025,53,0,2020,2,Florida -- Statewide,Federal Government,1025 Education and health services,"State, by Supersector -- by ownership sector",All establishment sizes,68,27972,28095,28285,643265138,1760,Federal Government,All establishment sizes,FL
12000,1,1026,53,0,2020,1,Florida -- Statewide,Federal Government,1026 Leisure and hospitality,"State, by Supersector -- by ownership sector",All establishment sizes,83,3801,3777,3760,28452483,579,Federal Government,All establishment sizes,FL
12000,1,1026,53,0,2020,2,Florida -- Statewide,Federal Government,1026 Leisure and hospitality,"State, by Supersector -- by ownership sector",All establishment sizes,83,3724,3641,3676,30758782,643,Federal Government,All establishment sizes,FL
12000,1,1027,53,0,2020,1,Florida -- Statewide,Federal Government,1027 Other services,"State, by Supersector -- by ownership sector",All establishment sizes,9,129,127,130,1583021,946,Federal Government,All establishment sizes,FL
12000,1,1027,53,0,2020,2,Florida -- Statewide,Federal Government,1027 Other services,"State, by Supersector -- by ownership sector",All establishment sizes,9,128,120,118,1737920,1096,Federal Government,All establishment sizes,FL
12000,1,1028,53,0,2020,1,Florida -- Statewide,Federal Government,1028 Public administration,"State, by Supersector -- by ownership sector",All establishment sizes,923,70304,70910,71593,1439900494,1561,Federal Government,All establishment sizes,FL
12000,1,1028,53,0,2020,2,Florida -- Statewide,Federal Government,1028 Public administration,"State, by Supersector -- by ownership sector",All establishment sizes,923,72090,71458,71391,1666039972,1789,Federal Government,All establishment sizes,FL
12000,2,1011,53,0,2020,1,Florida -- Statewide,State Government,1011 Natural resources and mining,"State, by Supersector -- by ownership sector",All establishment sizes,67,0,0,0,0,0,State Government,All establishment sizes,FL
12000,2,1011,53,0,2020,2,Florida -- Statewide,State Government,1011 Natural resources and mining,"State, by Supersector -- by ownership sector",All establishment sizes,67,0,0,0,0,0,State Government,All establishment sizes,FL
12000,2,1012,53,0,2020,1,Florida -- Statewide,State Government,1012 Construction,"State, by Supersector -- by ownership sector",All establishment sizes,34,0,0,0,0,0,State Government,All establishment sizes,FL
12000,2,1012,53,0,2020,2,Florida -- Statewide,State Government,1012 Construction,"State, by Supersector -- by ownership sector",All establishment sizes,34,0,0,0,0,0,State Government,All establishment sizes,FL
12000,2,1021,53,0,2020,1,Florida -- Statewide,State Government,"1021 Trade, transportation, and utilities","State, by Supersector -- by ownership sector",All establishment sizes,1,0,0,0,0,0,State Government,All establishment sizes,FL
12000,2,1021,53,0,2020,2,Florida -- Statewide,State Government,"1021 Trade, transportation, and utilities","State, by Supersector -- by ownership sector",All establishment sizes,1,0,0,0,0,0,State Government,All establishment sizes,FL
12000,2,1022,53,0,2020,1,Florida -- Statewide,State Government,1022 Information,"State, by Supersector -- by ownership sector",All establishment sizes,2,0,0,0,0,0,State Government,All establishment sizes,FL
12000,2,1022,53,0,2020,2,Florida -- Statewide,State Government,1022 Information,"State, by Supersector -- by ownership sector",All establishment sizes,2,0,0,0,0,0,State Government,All establishment sizes,FL
12000,2,1023,53,0,2020,1,Florida -- Statewide,State Government,1023 Financial activities,"State, by Supersector -- by ownership sector",All establishment sizes,3,0,0,0,0,0,State Government,All establishment sizes,FL
12000,2,1023,53,0,2020,2,Florida -- Statewide,State Government,1023 Financial activities,"State, by Supersector -- by ownership sector",All establishment sizes,3,0,0,0,0,0,State Government,All establishment sizes,FL
12000,2,1024,53,0,2020,1,Florida -- Statewide,State Government,1024 Professional and business services,"State, by Supersector -- by ownership sector",All establishment sizes,2,0,0,0,0,0,State Government,All establishment sizes,FL
12000,2,1024,53,0,2020,2,Florida -- Statewide,State Government,1024 Professional and business services,"State, by Supersector -- by ownership sector",All establishment sizes,2,0,0,0,0,0,State Government,All establishment sizes,FL
12000,2,1025,53,0,2020,1,Florida -- Statewide,State Government,1025 Education and health services,"State, by Supersector -- by ownership sector",All establishment sizes,170,112766,115050,115039,1675148188,1128,State Government,All establishment sizes,FL
12000,2,1025,53,0,2020,2,Florida -- Statewide,State Government,1025 Education and health services,"State, by Supersector -- by ownership sector",All establishment sizes,170,112483,108632,99989,1447726249,1040,State Government,All establishment sizes,FL
12000,2,1026,53,0,2020,1,Florida -- Statewide,State Government,1026 Leisure and hospitality,"State, by Supersector -- by ownership sector",All establishment sizes,59,1584,1622,1621,12407326,593,State Government,All establishment sizes,FL
12000,2,1026,53,0,2020,2,Florida -- Statewide,State Government,1026 Leisure and hospitality,"State, by Supersector -- by ownership sector",All establishment sizes,59,1621,1594,1574,12095826,583,State Government,All establishment sizes,FL
12000,2,1028,53,0,2020,1,Florida -- Statewide,State Government,1028 Public administration,"State, by Supersector -- by ownership sector",All establishment sizes,1916,98258,97653,97649,1096360316,862,State Government,All establishment sizes,FL
12000,2,1028,53,0,2020,2,Florida -- Statewide,State Government,1028 Public administration,"State, by Supersector -- by ownership sector",All establishment sizes,1911,99210,97763,98243,1029037326,804,State Government,All establishment sizes,FL
12000,2,1029,53,0,2020,1,Florida -- Statewide,State Government,1029 Unclassified,"State, by Supersector -- by ownership sector",All establishment sizes,8,0,0,0,0,0,State Government,All establishment sizes,FL
12000,2,1029,53,0,2020,2,Florida -- Statewide,State Government,1029 Unclassified,"State, by Supersector -- by ownership sector",All establishment sizes,9,6,7,6,67439,819,State Government,All establishment sizes,FL
12000,3,1012,53,0,2020,1,Florida -- Statewide,Local Government,1012 Construction,"State, by Supersector -- by ownership sector",All establishment sizes,5,31,27,34,432909,1086,Local Government,All establishment sizes,FL
12000,3,1012,53,0,2020,2,Florida -- Statewide,Local Government,1012 Construction,"State, by Supersector -- by ownership sector",All establishment sizes,5,28,25,28,422736,1204,Local Government,All establishment sizes,FL
12000,3,1021,53,0,2020,1,Florida -- Statewide,Local Government,"1021 Trade, transportation, and utilities","State, by Supersector -- by ownership sector",All establishment sizes,122,12339,12330,12332,211437402,1319,Local Government,All establishment sizes,FL
12000,3,1021,53,0,2020,2,Florida -- Statewide,Local Government,"1021 Trade, transportation, and utilities","State, by Supersector -- by ownership sector",All establishment sizes,122,12203,12177,12188,219682974,1386,Local Government,All establishment sizes,FL
12000,3,1022,53,0,2020,1,Florida -- Statewide,Local Government,1022 Information,"State, by Supersector -- by ownership sector",All establishment sizes,11,860,868,870,8434796,749,Local Government,All establishment sizes,FL
12000,3,1022,53,0,2020,2,Florida -- Statewide,Local Government,1022 Information,"State, by Supersector -- by ownership sector",All establishment sizes,11,866,848,844,9508375,858,Local Government,All establishment sizes,FL
12000,3,1023,53,0,2020,1,Florida -- Statewide,Local Government,1023 Financial activities,"State, by Supersector -- by ownership sector",All establishment sizes,73,1967,1999,1993,23939907,927,Local Government,All establishment sizes,FL
12000,3,1023,53,0,2020,2,Florida -- Statewide,Local Government,1023 Financial activities,"State, by Supersector -- by ownership sector",All establishment sizes,74,1969,1949,1950,23825869,937,Local Government,All establishment sizes,FL
12000,3,1024,53,0,2020,1,Florida -- Statewide,Local Government,1024 Professional and business services,"State, by Supersector -- by ownership sector",All establishment sizes,36,1048,1039,1044,20179502,1487,Local Government,All establishment sizes,FL
12000,3,1024,53,0,2020,2,Florida -- Statewide,Local Government,1024 Professional and business services,"State, by Supersector -- by ownership sector",All establishment sizes,38,1064,1084,1103,23046538,1636,Local Government,All establishment sizes,FL
12000,3,1025,53,0,2020,1,Florida -- Statewide,Local Government,1025 Education and health services,"State, by Supersector -- by ownership sector",All establishment sizes,155,421229,423828,424090,5002232429,910,Local Government,All establishment sizes,FL
12000,3,1025,53,0,2020,2,Florida -- Statewide,Local Government,1025 Education and health services,"State, by Supersector -- by ownership sector",All establishment sizes,155,400749,397527,281432,5456050298,1166,Local Government,All establishment sizes,FL
12000,3,1026,53,0,2020,1,Florida -- Statewide,Local Government,1026 Leisure and hospitality,"State, by Supersector -- by ownership sector",All establishment sizes,22,13137,12754,10319,141126826,899,Local Government,All establishment sizes,FL
12000,3,1026,53,0,2020,2,Florida -- Statewide,Local Government,1026 Leisure and hospitality,"State, by Supersector -- by ownership sector",All establishment sizes,21,6329,6273,5905,56176334,700,Local Government,All establishment sizes,FL
12000,3,1027,53,0,2020,1,Florida -- Statewide,Local Government,1027 Other services,"State, by Supersector -- by ownership sector",All establishment sizes,10,437,441,444,7159309,1250,Local Government,All establishment sizes,FL
12000,3,1027,53,0,2020,2,Florida -- Statewide,Local Government,1027 Other services,"State, by Supersector -- by ownership sector",All establishment sizes,11,436,436,435,7272785,1284,Local Government,All establishment sizes,FL
12000,3,1028,53,0,2020,1,Florida -- Statewide,Local Government,1028 Public administration,"State, by Supersector -- by ownership sector",All establishment sizes,1143,290360,291610,292822,4463303013,1177,Local Government,All establishment sizes,FL
12000,3,1028,53,0,2020,2,Florida -- Statewide,Local Government,1028 Public administration,"State, by Supersector -- by ownership sector",All establishment sizes,1143,287305,287329,289890,4336494723,1158,Local Government,All establishment sizes,FL
12000,3,1029,53,0,2020,1,Florida -- Statewide,Local Government,1029 Unclassified,"State, by Supersector -- by ownership sector",All establishment sizes,11,4,4,5,107732,1912,Local Government,All establishment sizes,FL
12000,3,1029,53,0,2020,2,Florida -- Statewide,Local Government,1029 Unclassified,"State, by Supersector -- by ownership sector",All establishment sizes,9,5,5,7,119844,1627,Local Government,All establishment sizes,FL
12000,5,1011,53,0,2020,1,Florida -- Statewide,Private,1011 Natural resources and mining,"State, by Supersector -- by ownership sector",All establishment sizes,5279,77547,77637,79068,685851704,676,Private,All establishment sizes,FL
12000,5,1011,53,0,2020,2,Florida -- Statewide,Private,1011 Natural resources and mining,"State, by Supersector -- by ownership sector",All establishment sizes,5323,75098,73425,66030,659118425,709,Private,All establishment sizes,FL
12000,5,1012,53,0,2020,1,Florida -- Statewide,Private,1012 Construction,"State, by Supersector -- by ownership sector",All establishment sizes,75423,566401,572587,570586,7595346321,1025,Private,All establishment sizes,FL
12000,5,1012,53,0,2020,2,Florida -- Statewide,Private,1012 Construction,"State, by Supersector -- by ownership sector",All establishment sizes,75083,535700,556395,563905,7263941155,1012,Private,All establishment sizes,FL
12000,5,1013,53,0,2020,1,Florida -- Statewide,Private,1013 Manufacturing,"State, by Supersector -- by ownership sector",All establishment sizes,20819,385763,387666,386001,6612155700,1316,Private,All establishment sizes,FL
12000,5,1013,53,0,2020,2,Florida -- Statewide,Private,1013 Manufacturing,"State, by Supersector -- by ownership sector",All establishment sizes,20931,359794,367938,373249,5740046078,1203,Private,All establishment sizes,FL
12000,5,1021,53,0,2020,1,Florida -- Statewide,Private,"1021 Trade, transportation, and utilities","State, by Supersector -- by ownership sector",All establishment sizes,140260,1820670,1808198,1798907,22371238257,951,Private,All establishment sizes,FL
12000,5,1021,53,0,2020,2,Florida -- Statewide,Private,"1021 Trade, transportation, and utilities","State, by Supersector -- by ownership sector",All establishment sizes,140877,1589822,1632045,1703091,19341195978,906,Private,All establishment sizes,FL
12000,5,1022,53,0,2020,1,Florida -- Statewide,Private,1022 Information,"State, by Supersector -- by ownership sector",All establishment sizes,11960,138080,139347,137442,3371611819,1875,Private,All establishment sizes,FL
12000,5,1022,53,0,2020,2,Florida -- Statewide,Private,1022 Information,"State, by Supersector -- by ownership sector",All establishment sizes,12213,125904,126205,125995,2833248308,1729,Private,All establishment sizes,FL
12000,5,1023,53,0,2020,1,Florida -- Statewide,Private,1023 Financial activities,"State, by Supersector -- by ownership sector",All establishment sizes,78339,593424,595501,593799,14234361967,1843,Private,All establishment sizes,FL
12000,5,1023,53,0,2020,2,Florida -- Statewide,Private,1023 Financial activities,"State, by Supersector -- by ownership sector",All establishment sizes,79350,571189,571758,578024,10894215749,1461,Private,All establishment sizes,FL
12000,5,1024,53,0,2020,1,Florida -- Statewide,Private,1024 Professional and business services,"State, by Supersector -- by ownership sector",All establishment sizes,173662,1394560,1406809,1391249,23328387794,1284,Private,All establishment sizes,FL
12000,5,1024,53,0,2020,2,Florida -- Statewide,Private,1024 Professional and business services,"State, by Supersector -- by ownership sector",All establishment sizes,176385,1271270,1294707,1316733,20405157096,1213,Private,All establishment sizes,FL
12000,5,1025,53,0,2020,1,Florida -- Statewide,Private,1025 Education and health services,"State, by Supersector -- by ownership sector",All establishment sizes,82507,1345175,1358737,1349148,17481117152,995,Private,All establishment sizes,FL
12000,5,1025,53,0,2020,2,Florida -- Statewide,Private,1025 Education and health services,"State, by Supersector -- by ownership sector",All establishment sizes,83565,1218662,1253516,1265957,16232241353,1002,Private,All establishment sizes,FL
12000,5,1026,53,0,2020,1,Florida -- Statewide,Private,1026 Leisure and hospitality,"State, by Supersector -- by ownership sector",All establishment sizes,59142,1258094,1284751,1265034,8751531890,530,Private,All establishment sizes,FL
12000,5,1026,53,0,2020,2,Florida -- Statewide,Private,1026 Leisure and hospitality,"State, by Supersector -- by ownership sector",All establishment sizes,58771,733537,798646,913747,5159717661,487,Private,All establishment sizes,FL
12000,5,1027,53,0,2020,1,Florida -- Statewide,Private,1027 Other services,"State, by Supersector -- by ownership sector",All establishment sizes,53411,279191,281467,278454,2759739753,759,Private,All establishment sizes,FL
12000,5,1027,53,0,2020,2,Florida -- Statewide,Private,1027 Other services,"State, by Supersector -- by ownership sector",All establishment sizes,53908,211265,232464,247148,2324434934,776,Private,All establishment sizes,FL
12000,5,1029,53,0,2020,1,Florida -- Statewide,Private,1029 Unclassified,"State, by Supersector -- by ownership sector",All establishment sizes,28381,15282,17729,17925,234692950,1063,Private,All establishment sizes,FL
12000,5,1029,53,0,2020,2,Florida -- Statewide,Private,1029 Unclassified,"State, by Supersector -- by ownership sector",All establishment sizes,25764,12956,14325,14409,223427329,1237,Private,All establishment sizes,FL
13000,1,1013,53,0,2020,1,Georgia -- Statewide,Federal Government,1013 Manufacturing,"State, by Supersector -- by ownership sector",All establishment sizes,2,2,2,2,54198,2085,Federal Government,All establishment sizes,GA
13000,1,1013,53,0,2020,2,Georgia -- Statewide,Federal Government,1013 Manufacturing,"State, by Supersector -- by ownership sector",All establishment sizes,2,2,2,2,63834,2455,Federal Government,All establishment sizes,GA
13000,1,1021,53,0,2020,1,Georgia -- Statewide,Federal Government,"1021 Trade, transportation, and utilities","State, by Supersector -- by ownership sector",All establishment sizes,705,20377,20079,20142,265227687,1010,Federal Government,All establishment sizes,GA
13000,1,1021,53,0,2020,2,Georgia -- Statewide,Federal Government,"1021 Trade, transportation, and utilities","State, by Supersector -- by ownership sector",All establishment sizes,708,20119,20365,20357,309964669,1176,Federal Government,All establishment sizes,GA
13000,1,1022,53,0,2020,1,Georgia -- Statewide,Federal Government,1022 Information,"State, by Supersector -- by ownership sector",All establishment sizes,9,115,116,117,1686856,1119,Federal Government,All establishment sizes,GA
13000,1,1022,53,0,2020,2,Georgia -- Statewide,Federal Government,1022 Information,"State, by Supersector -- by ownership sector",All establishment sizes,9,117,118,120,1893084,1231,Federal Government,All establishment sizes,GA
13000,1,1023,53,0,2020,1,Georgia -- Statewide,Federal Government,1023 Financial activities,"State, by Supersector -- by ownership sector",All establishment sizes,32,371,365,363,11530218,2421,Federal Government,All establishment sizes,GA
13000,1,1023,53,0,2020,2,Georgia -- Statewide,Federal Government,1023 Financial activities,"State, by Supersector -- by ownership sector",All establishment sizes,32,367,373,380,12491865,2574,Federal Government,All establishment sizes,GA
13000,1,1024,53,0,2020,1,Georgia -- Statewide,Federal Government,1024 Professional and business services,"State, by Supersector -- by ownership sector",All establishment sizes,45,1124,1125,1126,22916798,1567,Federal Government,All establishment sizes,GA
13000,1,1024,53,0,2020,2,Georgia -- Statewide,Federal Government,1024 Professional and business services,"State, by Supersector -- by ownership sector",All establishment sizes,45,1122,1124,1123,23981039,1643,Federal Government,All establishment sizes,GA
13000,1,1025,53,0,2020,1,Georgia -- Statewide,Federal Government,1025 Education and health services,"State, by Supersector -- by ownership sector",All establishment sizes,50,18748,18802,18848,355669509,1455,Federal Government,All establishment sizes,GA
13000,1,1025,53,0,2020,2,Georgia -- Statewide,Federal Government,1025 Education and health services,"State, by Supersector -- by ownership sector",All establishment sizes,49,18841,18973,19121,399764895,1620,Federal Government,All establishment sizes,GA
13000,1,1026,53,0,2020,1,Georgia -- Statewide,Federal Government,1026 Leisure and hospitality,"State, by Supersector -- by ownership sector",All establishment sizes,60,1270,1282,1277,13215257,796,Federal Government,All establishment sizes,GA
13000,1,1026,53,0,2020,2,Georgia -- Statewide,Federal Government,1026 Leisure and hospitality,"State, by Supersector -- by ownership sector",All establishment sizes,61,1319,1324,1329,13829286,803,Federal Government,All establishment sizes,GA
13000,1,1027,53,0,2020,1,Georgia -- Statewide,Federal Government,1027 Other services,"State, by Supersector -- by ownership sector",All establishment sizes,3,2,2,2,16006,616,Federal Government,All establishment sizes,GA
13000,1,1027,53,0,2020,2,Georgia -- Statewide,Federal Government,1027 Other services,"State, by Supersector -- by ownership sector",All establishment sizes,3,2,2,2,13666,526,Federal Government,All establishment sizes,GA
13000,1,1028,53,0,2020,1,Georgia -- Statewide,Federal Government,1028 Public administration,"State, by Supersector -- by ownership sector",All establishment sizes,798,62305,62328,62791,1269025385,1563,Federal Government,All establishment sizes,GA
13000,1,1028,53,0,2020,2,Georgia -- Statewide,Federal Government,1028 Public administration,"State, by Supersector -- by ownership sector",All establishment sizes,799,63033,62984,62818,1485028840,1815,Federal Government,All establishment sizes,GA
13000,2,1021,53,0,2020,1,Georgia -- Statewide,State Government,"1021 Trade, transportation, and utilities","State, by Supersector -- by ownership sector",All establishment sizes,158,4061,4045,4011,45155078,860,State Government,All establishment sizes,GA
13000,2,1021,53,0,2020,2,Georgia -- Statewide,State Government,"1021 Trade, transportation, and utilities","State, by Supersector -- by ownership sector",All establishment sizes,158,3978,3921,3901,51683108,1011,State Government,All establishment sizes,GA
13000,2,1022,53,0,2020,1,Georgia -- Statewide,State Government,1022 Information,"State, by Supersector -- by ownership sector",All establishment sizes,97,1486,1484,1487,8640884,447,State Government,All establishment sizes,GA
13000,2,1022,53,0,2020,2,Georgia -- Statewide,State Government,1022 Information,"State, by Supersector -- by ownership sector",All establishment sizes,97,1420,1417,1415,8115155,440,State Government,All establishment sizes,GA
13000,2,1024,53,0,2020,1,Georgia -- Statewide,State Government,1024 Professional and business services,"State, by Supersector -- by ownership sector",All establishment sizes,1,0,0,0,0,0,State Government,All establishment sizes,GA
13000,2,1024,53,0,2020,2,Georgia -- Statewide,State Government,1024 Professional and business services,"State, by Supersector -- by ownership sector",All establishment sizes,1,0,0,0,0,0,State Government,All establishment sizes,GA
13000,2,1025,53,0,2020,1,Georgia -- Statewide,State Government,1025 Education and health services,"State, by Supersector -- by ownership sector",All establishment sizes,786,92170,93459,93573,1263981771,1045,State Government,All establishment sizes,GA
